ret1,ret2
-0.020831081898616488,0.002106264147581527
0.01749643207982584,0.008779051650455555
-0.0049403212769646,-0.012706175014282409
0.0021369063648235325,0.009590095692487284
-0.01672226914407998,-0.009292737231691491
-0.013303458861877693,0.0012470023916548766
-0.018218660006987648,0.020881402166775604
-0.015936518052380336,-0.003783814609603097
0.005225929079215101,-0.000631287991049838
-0.0022298810737826674,0.011529717445555579
-0.002459897509771433,-0.004966912923789777
0.008534739333823068,0.0011118113481235095
0.008731357666977437,0.004942305486397618
-0.012794669463074119,-0.014183020022320263
0.01754117418077342,-0.015100325348221108
-0.0038582209773674603,-0.008264177400686192
-0.02359409404007549,-0.018888462433974733
-0.005031059909694788,0.004797646375388442
0.016459632543888134,-0.009027330677569008
-0.013012741866099242,-0.006843609243887701
0.011531000270552216,0.0018578068909324628
-0.020962294228868167,-0.012951935464331345
0.012081016981795506,-0.010446156805259454
-0.02343194295635498,0.007535422147051646
-0.007798713026725723,0.005932154561053395
-0.013457939571395603,-0.006788450950716431
0.0028912388823800856,-0.016433333421344093
0.005492173705776741,-0.007170212485620344
-0.01826541368201295,-0.01564888221469523
-0.017443921225553622,-0.005804830163741054
0.03610413834097012,0.021516823901278164
-0.009780017061737332,-0.028647161373090244
0.0025117816913434246,0.015232767571253178
-0.013000232478893332,-0.006868875862567227
-0.017181852488714882,0.0033764156903422216
0.014019227708779409,0.014510458597764472
-0.011642902532721305,-0.021068904418549295
-0.014027451445045686,-0.014028439500434219
-0.0033246914019438825,0.004922880637576777
-0.0026552203563836416,-0.011038439386285327
0.001874020082951634,0.020494087977521044
0.0005560212614958949,-0.006115057486652493
-0.009307644095036106,-0.01693452639426812
0.013646965113707952,0.0029729256300219734
-0.009442320421987718,-0.013535350730539441
-0.0036512032566505615,-0.01347682424904789
0.01679837035480468,0.03340770741752118
0.007491520974948009,0.012328333696812771
0.01471466434055896,0.0022203136413192766
-0.0015641087155822278,0.005391705958487617
-0.020227087796531054,-0.014554342297762148
-0.0054387246558227995,-0.001292850422025842
-0.017880289832878097,-0.0035102932272762107
-0.007731698304243076,0.001580731886010629
0.012487284209758764,-0.0018206439199367837
-0.0011498359512305764,-0.006595262301513348
-0.01836408474310619,-0.009826982687797194
0.0035177406264810056,0.01418148674789845
0.019215261219907916,0.0088637387101766
-0.008204539902828583,0.006713484993813478
0.0018594030776442046,-0.003909519949988263
-0.003883457656560022,-0.0045272034573355414
-0.01634692275239302,-0.006204852915303441
-0.009274906824503517,0.006372054873783118
-0.019590203869967453,-0.01724096775359671
0.03535294217452532,0.017142956092101095
-0.008497605040157787,0.0003403795337781768
0.010939810254983168,-0.0037704081208320087
0.0006957172366603698,0.0026969709836239496
0.0031143381311510726,0.007109287114250877
-0.0023674607123812283,-0.006453232616297982
-0.032370332051514024,-0.005700406703429564
0.02216121456535511,0.0104274889281368
0.037262490967358466,0.0018302563282784022
-0.016272438548428966,-0.02146923932170046
0.014310348713222966,-0.020444468828610965
-0.018957621101759414,-0.005265568110688293
0.034104672791769826,0.005481760725898806
0.009452654620857705,-0.0003860931050981217
0.00501346385402314,0.014681882408518462
-0.03394707266530686,-0.01963337972438963
0.014529609166018809,0.009187142340715531
-0.006540865026610942,0.0032229284406695576
-0.0049768858866974415,0.001492190517841077
0.0025064943138657435,-0.009780782240154058
-0.0005358219401004873,0.0010558931426762612
0.0028462874325967838,-0.0009935973180598854
0.022858116748563088,-0.0019457579709897376
-0.007851217373670928,0.007365187470853754
0.026611289979475518,0.013746235816958264
0.00851642477143668,0.015512856587566657
-0.011066347362301861,-0.004651147113538146
-0.006378831312025275,-0.002614919412830324
0.005399754679531078,0.007479628501151342
0.008391351298899744,-0.0035626214626548005
-0.013439981076578207,-0.006030232459200636
0.017023954531684097,0.0048219620028118375
0.014931915947890487,0.01885643245933609
-0.012243806197830361,-0.023891456619176497
0.005788411578846238,0.021488140768096416
-0.011055851429292718,-0.0037247657439923375
-0.0037988697329422684,-0.011294027778367495
0.01063775700865714,0.009709164047399204
-0.008778262144590885,-0.0005316777403570624
0.016817142009085646,0.01091790187259108
0.004391543724642195,-0.01208580536016881
-0.008518220576905483,0.011529457339662314
-0.006126039424799565,0.0006772503064331506
-0.003831648663550294,-0.015460071063557243
0.0006592454329481356,-0.0009035971080482236
-0.016096594613338067,-0.006505219618947965
-0.021884005462852487,-0.01830881641330747
-0.015452927162332913,-0.005384112539568902
0.019560010671436433,0.018646721254853775
0.020811146202904345,0.015386914946413918
-0.007763169255200201,0.008903453788619472
0.011936788343761148,0.0033701232072514313
-0.009349231557531541,0.0054656799905232365
0.009992840262356393,0.009512017865218885
0.010024284704269784,0.010829541568763753
-0.008619562011284958,0.014320626303958379
-0.00037945133937575785,-0.017184319651055043
0.005320511572501007,0.003936671435237783
-0.031173980936736977,-0.016696442583484808
-0.0031399505466093215,-0.033366713858290944
0.014856885928700176,0.009724650152006336
-0.008992742960616421,0.005059613585283576
0.006173102534548,-0.0035853648966038495
-0.0005112846619094416,-0.008701714210172014
0.001657787240723313,-0.0111225485291796
0.004251363115299355,0.001292071645448573
0.01462381547172417,-0.015264198015723296
0.017218416441086414,-0.00848038168158418
-0.008262863642932109,-0.009433630848410127
0.028299825316305822,0.0025123297304827812
-0.03469719685195196,-0.005602227008155843
0.01630740147798778,-0.009223195243692356
-0.002797141821413333,0.01652901326373899
-0.015130705145856741,-0.007576281388837762
-0.00033173206583814185,0.0014196449451589406
-0.016731225561367375,0.008553588939453434
-0.014740647901566218,-0.01809856603511908
0.026454711317926524,0.004852746985175803
-0.009918341983031487,-0.007380068069555102
0.011129439754222288,-0.0029330632515591416
0.014759919903615481,0.002266612866714628
-0.004872997407887663,-0.011389543041911296
0.002956214020500614,-0.014986394129595595
-0.00014781988765931973,0.01612188995587843
0.0031638987937812565,0.0011101287276736216
0.002315184119491047,-0.0016908135838973155
0.011245298217991384,-0.014057637451918372
0.013801669967263437,0.014908192789196929
0.022512895581720815,0.022633919535451203
0.007586841929899392,0.0028811225756155967
0.014421963905919993,0.009918926720007977
-0.003867858886568371,0.0027532012030692865
0.00028674534056532207,0.015198241740560286
-0.010901319266463346,0.012337004084298553
-0.021450002187515436,0.006902445855125936
0.01558608323061407,0.006411650987030272
